	key	final_y_pred	model_correct	fold	mouse_id	Unnamed: 0	diet	vendor	high_fiber	chow_highFiber	bloom_status	model
166	taconic	taconic	1	f1	16	32	1	0	1	1	1	perceptron
167	charles_river	charles_river	1	f1	17	23	4	1	0	0	1	perceptron
168	taconic	taconic	1	f1	18	41	3	0	1	1	0	perceptron
169	charles_river	charles_river	1	f1	19	6	1	1	1	1	0	perceptron
170	charles_river	charles_river	1	f2	20	24	4	1	0	0	1	perceptron
171	charles_river	charles_river	1	f2	21	15	3	1	1	1	0	perceptron
172	taconic	taconic	1	f2	22	30	1	0	1	1	0	perceptron
173	charles_river	taconic	0	f2	23	3	0	1	0	1	1	perceptron
174	taconic	taconic	1	f2	24	28	0	0	0	1	1	perceptron
175	taconic	taconic	1	f2	25	27	0	0	0	1	0	perceptron
176	taconic	taconic	1	f2	26	44	3	0	1	1	1	perceptron
177	taconic	taconic	1	f2	27	43	3	0	1	1	0	perceptron
178	taconic	taconic	1	f2	28	35	2	0	0	0	1	perceptron
179	taconic	taconic	1	f2	29	36	2	0	0	0	1	perceptron
180	charles_river	charles_river	1	f3	30	9	1	1	1	1	0	perceptron
181	taconic	taconic	1	f3	31	48	4	0	0	0	1	perceptron
182	charles_river	charles_river	1	f3	32	12	2	1	0	0	1	perceptron
183	charles_river	charles_river	1	f3	33	8	1	1	1	1	0	perceptron
184	charles_river	charles_river	1	f3	34	11	2	1	0	0	1	perceptron
185	taconic	taconic	1	f3	35	31	1	0	1	1	1	perceptron
186	taconic	taconic	1	f3	36	37	2	0	0	0	1	perceptron
187	taconic	taconic	1	f3	37	47	4	0	0	0	1	perceptron
188	charles_river	charles_river	1	f3	38	20	4	1	0	0	1	perceptron
189	charles_river	charles_river	1	f3	39	19	3	1	1	1	0	perceptron
190	taconic	taconic	1	f4	40	45	4	0	0	0	1	perceptron
191	charles_river	charles_river	1	f4	41	1	0	1	0	1	0	perceptron
192	charles_river	charles_river	1	f4	42	17	3	1	1	1	0	perceptron
193	charles_river	charles_river	1	f4	43	14	2	1	0	0	1	perceptron
194	charles_river	charles_river	1	f4	44	18	3	1	1	1	0	perceptron
195	taconic	taconic	1	f4	45	42	3	0	1	1	0	perceptron
196	taconic	taconic	1	f4	46	46	4	0	0	0	1	perceptron
197	charles_river	charles_river	1	f4	47	7	1	1	1	1	0	perceptron
198	charles_river	charles_river	1	f4	48	21	4	1	0	0	1	perceptron
199	taconic	taconic	1	f4	49	49	4	0	0	0	1	perceptron
200	taconic	taconic	1	f0	0	33	1	0	1	1	0	random_forest
201	charles_river	charles_river	1	f0	1	5	1	1	1	1	0	random_forest
202	charles_river	charles_river	1	f0	2	22	4	1	0	0	1	random_forest
203	charles_river	charles_river	1	f0	3	10	2	1	0	0	1	random_forest
204	charles_river	charles_river	1	f0	4	2	0	1	0	1	0	random_forest
205	taconic	taconic	1	f0	5	29	0	0	0	1	0	random_forest
206	taconic	taconic	1	f0	6	25	0	0	0	1	1	random_forest
207	taconic	taconic	1	f0	7	40	3	0	1	1	0	random_forest
208	charles_river	charles_river	1	f0	8	13	2	1	0	0	1	random_forest
209	taconic	taconic	1	f0	9	39	2	0	0	0	1	random_forest
210	taconic	taconic	1	f1	10	26	0	0	0	1	0	random_forest
211	charles_river	charles_river	1	f1	11	16	3	1	1	1	0	random_forest
212	taconic	taconic	1	f1	12	34	1	0	1	1	0	random_forest
213	charles_river	charles_river	1	f1	13	0	0	1	0	1	0	random_forest
214	charles_river	charles_river	1	f1	14	4	0	1	0	1	0	random_forest
215	taconic	taconic	1	f1	15	38	2	0	0	0	1	random_forest
216	taconic	taconic	1	f1	16	32	1	0	1	1	1	random_forest
217	charles_river	charles_river	1	f1	17	23	4	1	0	0	1	random_forest
218	taconic	taconic	1	f1	18	41	3	0	1	1	0	random_forest
219	charles_river	charles_river	1	f1	19	6	1	1	1	1	0	random_forest
220	charles_river	charles_river	1	f2	20	24	4	1	0	0	1	random_forest
221	charles_river	charles_river	1	f2	21	15	3	1	1	1	0	random_forest
222	taconic	taconic	1	f2	22	30	1	0	1	1	0	random_forest
223	charles_river	taconic	0	f2	23	3	0	1	0	1	1	random_forest
224	taconic	taconic	1	f2	24	28	0	0	0	1	1	random_forest
225	taconic	taconic	1	f2	25	27	0	0	0	1	0	random_forest
226	taconic	taconic	1	f2	26	44	3	0	1	1	1	random_forest
227	taconic	taconic	1	f2	27	43	3	0	1	1	0	random_forest
228	taconic	taconic	1	f2	28	35	2	0	0	0	1	random_forest
229	taconic	taconic	1	f2	29	36	2	0	0	0	1	random_forest
230	charles_river	charles_river	1	f3	30	9	1	1	1	1	0	random_forest
231	taconic	taconic	1	f3	31	48	4	0	0	0	1	random_forest
232	charles_river	charles_river	1	f3	32	12	2	1	0	0	1	random_forest
233	charles_river	charles_river	1	f3	33	8	1	1	1	1	0	random_forest
234	charles_river	charles_river	1	f3	34	11	2	1	0	0	1	random_forest
235	taconic	taconic	1	f3	35	31	1	0	1	1	1	random_forest
236	taconic	taconic	1	f3	36	37	2	0	0	0	1	random_forest
237	taconic	taconic	1	f3	37	47	4	0	0	0	1	random_forest
238	charles_river	charles_river	1	f3	38	20	4	1	0	0	1	random_forest
239	charles_river	charles_river	1	f3	39	19	3	1	1	1	0	random_forest
240	taconic	taconic	1	f4	40	45	4	0	0	0	1	random_forest
241	charles_river	charles_river	1	f4	41	1	0	1	0	1	0	random_forest
242	charles_river	charles_river	1	f4	42	17	3	1	1	1	0	random_forest
243	charles_river	charles_river	1	f4	43	14	2	1	0	0	1	random_forest
244	charles_river	charles_river	1	f4	44	18	3	1	1	1	0	random_forest
245	taconic	taconic	1	f4	45	42	3	0	1	1	0	random_forest
246	taconic	taconic	1	f4	46	46	4	0	0	0	1	random_forest
247	charles_river	charles_river	1	f4	47	7	1	1	1	1	0	random_forest
248	charles_river	charles_river	1	f4	48	21	4	1	0	0	1	random_forest
249	taconic	taconic	1	f4	49	49	4	0	0	0	1	random_forest
250	taconic	taconic	1	f0	0	33	1	0	1	1	0	ridge_class
251	charles_river	charles_river	1	f0	1	5	1	1	1	1	0	ridge_class
252	charles_river	charles_river	1	f0	2	22	4	1	0	0	1	ridge_class
253	charles_river	charles_river	1	f0	3	10	2	1	0	0	1	ridge_class
254	charles_river	charles_river	1	f0	4	2	0	1	0	1	0	ridge_class
255	taconic	taconic	1	f0	5	29	0	0	0	1	0	ridge_class
256	taconic	taconic	1	f0	6	25	0	0	0	1	1	ridge_class
257	taconic	taconic	1	f0	7	40	3	0	1	1	0	ridge_class
258	charles_river	charles_river	1	f0	8	13	2	1	0	0	1	ridge_class
259	taconic	taconic	1	f0	9	39	2	0	0	0	1	ridge_class
260	taconic	taconic	1	f1	10	26	0	0	0	1	0	ridge_class
261	charles_river	charles_river	1	f1	11	16	3	1	1	1	0	ridge_class
262	taconic	taconic	1	f1	12	34	1	0	1	1	0	ridge_class
263	charles_river	charles_river	1	f1	13	0	0	1	0	1	0	ridge_class
264	charles_river	charles_river	1	f1	14	4	0	1	0	1	0	ridge_class
265	taconic	taconic	1	f1	15	38	2	0	0	0	1	ridge_class
266	taconic	taconic	1	f1	16	32	1	0	1	1	1	ridge_class
267	charles_river	charles_river	1	f1	17	23	4	1	0	0	1	ridge_class
268	taconic	taconic	1	f1	18	41	3	0	1	1	0	ridge_class
269	charles_river	charles_river	1	f1	19	6	1	1	1	1	0	ridge_class
270	charles_river	charles_river	1	f2	20	24	4	1	0	0	1	ridge_class
271	charles_river	charles_river	1	f2	21	15	3	1	1	1	0	ridge_class
272	taconic	taconic	1	f2	22	30	1	0	1	1	0	ridge_class
273	charles_river	taconic	0	f2	23	3	0	1	0	1	1	ridge_class
274	taconic	taconic	1	f2	24	28	0	0	0	1	1	ridge_class
275	taconic	taconic	1	f2	25	27	0	0	0	1	0	ridge_class
276	taconic	taconic	1	f2	26	44	3	0	1	1	1	ridge_class
277	taconic	taconic	1	f2	27	43	3	0	1	1	0	ridge_class
278	taconic	taconic	1	f2	28	35	2	0	0	0	1	ridge_class
279	taconic	taconic	1	f2	29	36	2	0	0	0	1	ridge_class
280	charles_river	charles_river	1	f3	30	9	1	1	1	1	0	ridge_class
281	taconic	taconic	1	f3	31	48	4	0	0	0	1	ridge_class
