	model	overall_score
0	decision_tree	0.9800000000000001
1	gaussian	0.9800000000000001
2	grad_boost	0.9800000000000001
3	knn	0.9800000000000001
4	random_forest	0.9800000000000001
5	ridge_class	0.9800000000000001
6	svc	0.9800000000000001
7	perceptron	0.9800000000000001
