mouse_id	 f__AKAU3644	 f__Acholeplasmataceae	 f__Akkermansiaceae	 f__Alicyclobacillaceae	 f__Anaerofustaceae	 f__Anaerovoracaceae	 f__Atopobiaceae	 f__Bacillaceae	 f__Bacteroidaceae	 f__Beggiatoaceae	 f__Bifidobacteriaceae	 f__Butyricicoccaceae	 f__Christensenellaceae	 f__Clostridia_UCG-014	 f__Clostridia_vadinBB60_group	 f__Clostridiaceae	 f__Deferribacteraceae	 f__Desulfovibrionaceae	 f__Eggerthellaceae	 f__Enterobacteriaceae	 f__Enterococcaceae	 f__Erysipelatoclostridiaceae	 f__Erysipelotrichaceae	 f__Gastranaerophilales	 f__Hungateiclostridiaceae	 f__Lachnospiraceae	 f__Lactobacillaceae	 f__Marinifilaceae	 f__Monoglobaceae	 f__Moorellaceae	 f__Moraxellaceae	 f__Morganellaceae	 f__Muribaculaceae	 f__Oscillospiraceae	 f__Oscillospirales	 f__Peptococcaceae	 f__Peptostreptococcaceae	 f__Prevotellaceae	 f__RF39	 f__Rikenellaceae	 f__Ruminococcaceae	 f__Saccharimonadaceae	 f__Sphingomonadaceae	 f__Spirosomaceae	 f__Streptococcaceae	 f__Sutterellaceae	 f__Tannerellaceae	 f__UCG-010	 f__Weeksellaceae	 f__Xanthomonadaceae	 f__[Eubacterium]_coprostanoligenes_group	 f__uncultured
20	0.0	-0.0012902838624497	-0.0631559320846808	0.0	0.0	-0.0013102882634179	0.0	0.0	0.0002999970000299	0.0	0.0	0.0	0.0	-0.0576126747884534	-0.0031806997539458	-0.021794794854868	-0.0002500550121026	0.0	-0.0023705215147332	0.0361096389036109	0.0693093069069309	-0.0092220288463461	0.0563884975085314	0.0	0.0	-0.0642567101504963	-0.4465793376433796	0.0	0.0	0.0	0.0	0.1843781562184378	-0.1574446470222529	-0.006011322490948	0.0	0.0	-0.059293210104567	-0.0002800616135549	-0.0063213907059553	-1.0027505798278157e-05	-0.0156934525595631	0.0	0.0	0.0	0.0	0.0	0.585705387219868	-0.000760167236792	0.0	0.0	-0.0153533777431034	0.0
21	0.0	-0.000560011200224	-0.0426699190465931	0.0	0.0	-0.002030040600812	0.0	0.0	-8.000160003200064e-05	0.0	0.0	0.0	0.0	-0.0378007560151203	-0.0024594981619858	-0.004060081201624	-0.000140002800056	0.0	-0.00310006200124	0.0	0.2031806692329277	-0.0072501450029	0.0395617251853251	0.0	0.0	-0.1151943259597156	-0.4277207013882356	0.0	0.0	0.0	4.009663288525346e-05	0.2938882707324652	-0.1749934998699974	-0.008360167203344	0.0	0.0	0.0546931489156552	0.0	-0.007420148402968	0.0	-0.0142302846056921	0.0	0.0	0.0	0.0	0.0	0.2798661975705457	-0.000560011200224	0.0	0.0	-0.0226004520090401	0.0
22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23	0.0	-0.00038	0.01652	0.0	0.0	0.0010799999999999	0.0	0.0	0.55323	0.0	0.0	0.0	0.0	-0.02332	-0.00525	-0.00283	-0.00529	0.0	-0.0027099999999999	0.0	0.07704	0.0787799999999999	0.07352	0.0	0.0	-0.21692	-0.41998	0.0	0.0	0.0	0.0	0.02549	-0.1670499999999999	-0.01684	0.0	-0.00019	0.03318	0.0	-0.00109	-7e-05	-0.0199099999999999	0.0	0.0	0.0	0.0	0.0	0.0340199999999999	-0.00052	0.0	0.0	-0.01051	0.0
24	0.0	0.0	0.0016335178454805	0.0	-0.0002300299038875	-0.0029703861501995	0.0	0.0	0.5340851507956561	0.0	0.0	-0.0013401742226489	-0.0006300819106483	-0.0164921439787172	-0.0095601537871002	-0.002290297738706	-0.0271335273585566	-0.0041705421704821	-0.0021402782361707	-0.0005200676087891	0.0	0.0351774608804853	0.1384080219117408	0.0007417960127329	0.0	-0.6468349801047982	0.0066749990726275	-0.0016802184283956	-9.001170152119776e-05	0.0	0.0	0.0	-0.0868759626506736	-0.0192325002250292	0.0	-0.0008801144148739	0.0605427761227644	-0.0064808425095262	-0.0022886464690979	-0.0119249460232108	-0.0192180620592559	-9.001170152119776e-05	0.0	0.0	0.0159597882947902	0.056776573854082	0.0145940921891419	0.0	0.0	0.0	-0.0015201976256913	0.0
25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26	0.0	0.0	0.038035025116134	0.0	0.0	-0.001370027400548	0.0	0.0	-0.0037080732302811	0.0	0.0	-0.000880017600352	-0.000590011800236	-0.0202204044080881	-0.007390147802956	-0.0149902998059961	-0.00055001100022	-0.000330006600132	-0.002500050001	0.5974655613923218	0.0020243119869634	-0.000577487738785	0.0557711055029813	-0.000590011800236	0.0	-0.3028260565211304	-0.1651214271059174	-0.001820036400728	-0.000290005800116	0.0009008188341987	0.0	0.0	-0.2100742014840296	-0.0233304666093321	0.0	-0.000290005800116	0.031548902316825	-0.0180803616072321	-0.001170023400468	-0.0152503050061001	-0.006510130202604	0.0	0.0015789633498314	0.0	0.0069493367518946	0.0437140704676055	0.0208714814080085	-0.00020000400008	0.0	0.0	-0.00020000400008	0.0
27	0.0001015300579736	-0.0007300584046723	0.1792986264279595	5.076502898683155e-05	0.0	-0.0014601168093447	0.0	0.0	0.0215716825843321	0.0	0.0	-0.0003400272021761	-0.0017101368109448	-0.0588847107768621	-0.0113309064725178	-0.0131610528842307	-0.0006100488039043	-0.0004000320025602	-0.001960156812545	0.4080769596612859	0.0327129846791142	-0.0045003600288023	0.0710073023238019	-0.0031302504200336	-6.000480038403072e-05	-0.240329226338107	-0.2907050734893267	-0.0033102648211856	0.0	0.0	0.0	0.0	-0.1847547803824306	-0.0280722457796623	0.0	-0.0029502360188815	0.1291259277309047	-0.0268821505720457	-0.011900952076166	-0.0129010320825666	-0.0030202416193295	0.0	0.0	0.0	0.000416273237692	0.0527956301463048	0.014936942775064	-0.0005100408032642	0.0	0.0	-0.0060804864389151	-0.0003400272021761
28	0.0	0.0	-0.0017900716028641	0.0	-0.000210008400336	-0.001370054802192	0.0	0.0	-0.0316635817432697	0.0	0.0	-0.000460018400736	-0.0019200768030721	-0.0068702748109924	-0.0139705588223528	-0.016090643625745	0.0	-0.00015000600024	-0.000940037601504	0.595959993199728	0.1449299871994879	-0.0028101124044961	0.1843997719908796	-0.001490059602384	-8.000320012800512e-05	-0.2276591063642545	-0.2886319516780671	-0.001540061602464	-0.000380015200608	0.0	0.0	0.0	-0.2342793711748469	-0.0382315292611704	0.0	-0.00135005400216	0.0	-0.0196607864314572	-0.0042601704068162	-0.0175307012280491	-0.0072202888115524	0.0	0.0	0.0	0.00048	-0.0025701028041121	-0.00120004800192	-0.000110004400176	0.0	0.0	-0.001330053202128	0.0
29	0.0	0.0	-0.005940118802376	0.0	0.0	-0.00210004200084	0.0	0.0	-0.0678313566271325	0.0	0.0	-0.000980019600392	-0.001340026800536	-0.0233104662093241	-0.003770075401508	-0.003670073401468	-0.001070021400428	-0.00210004200084	-0.003060061201224	0.5064140389657548	0.2129388686496657	-0.001220024400488	0.2519031566827742	0.0	0.0	-0.2364746145957788	-0.3249638278325437	-0.00070001400028	-0.000460009200184	0.0	0.0	0.0	-0.1931838636772735	-0.0240704814096281	0.0	-0.00065001300026	0.0	-0.0179103582071641	-0.007710154203084	-0.0174803496069921	-0.0181003620072401	-0.000110002200044	0.0	0.0	0.0007005884943352	-0.003360067201344	-0.007690153803076	-0.000280005600112	0.0	0.0	-0.001460029200584	0.0
30	0.0	-0.000190005700171	0.1491178432516699	0.0	0.0	-0.002070062101863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0296608898266948	-0.001570047101413	-0.0091902757082712	-0.00040001200036	0.0	-0.003460103803114	0.0	0.1948076634485518	-0.0092302769083072	0.048362657822859	0.0	0.0	-0.1698450953528605	-0.4095905901538008	0.0	-0.000120003600108	0.0	0.0	0.3136211295082787	-0.2129863895916877	-0.0071802154064621	0.0	0.0	0.0491493834405347	0.0	-0.0064201926057781	0.0	-0.0110803324099722	0.0	0.0	0.0	0.0	0.0	0.1331562714126684	-0.000670020100603	0.0	0.0	-0.0145504365130953	0.0
31	0.0	0.0	-0.007190143802876	0.0	-0.000130002600052	-0.002690053801076	0.0	0.0	0.6715188871777437	0.0	0.0	-0.00105002100042	-0.000440008800176	-0.008040160803216	-0.005590111802236	-0.00320006400128	-0.0352307046140922	-0.003990079801596	-0.00105002100042	0.15457	0.00168	-0.0007500150003	0.1097699497989959	-5.00010000200004e-05	0.0	-0.5793515870317406	-0.1481930394607892	-0.000530010600212	0.0	0.0	0.0	0.0	-0.0769715450309006	-0.0238704774095481	-8.000160003200064e-05	-0.000910018200364	0.0	-0.000540010800216	-0.003420068401368	-0.011830236604732	-0.0166603332066641	-7.000140002800056e-05	0.0	0.0	0.00019	-0.000120002400048	-0.004980100802016	0.0	0.0	0.0	-0.00080001600032	0.0
32	0.0	-0.000270008100243	-0.0581117412520275	0.0	0.0	-0.001320039601188	0.0	0.0	0.0001400140014001	0.0	6.000600060006001e-05	-0.000920027600828	0.0	-0.0363810914327429	-0.0010800289005169	-0.000820024600738	-0.000290008700261	0.0	-0.002650079502385	0.0	0.082018201820182	-0.0093802814084422	0.0815082495279138	0.0	0.0	-0.1911057163698109	-0.4431630792708159	0.0	0.0	0.0	0.0	0.1647865115521422	-0.1778653268588956	-0.0186105583167495	0.0	0.0	0.0	0.0	-0.0104003120093602	0.0	-0.0068202025058651	0.0	0.0	0.0	0.0	0.0	0.6363757145337623	-0.000230006900207	0.0	0.0	-0.0054701641049231	0.0
