mouse_id	 f__AKAU3644	 f__Acholeplasmataceae	 f__Akkermansiaceae	 f__Alicyclobacillaceae	 f__Anaerofustaceae	 f__Anaerovoracaceae	 f__Atopobiaceae	 f__Bacillaceae	 f__Bacteroidaceae	 f__Beggiatoaceae	 f__Bifidobacteriaceae	 f__Butyricicoccaceae	 f__Christensenellaceae	 f__Clostridia_UCG-014	 f__Clostridia_vadinBB60_group	 f__Clostridiaceae	 f__Deferribacteraceae	 f__Desulfovibrionaceae	 f__Eggerthellaceae	 f__Enterobacteriaceae	 f__Enterococcaceae	 f__Erysipelatoclostridiaceae	 f__Erysipelotrichaceae	 f__Gastranaerophilales	 f__Hungateiclostridiaceae	 f__Lachnospiraceae	 f__Lactobacillaceae	 f__Marinifilaceae	 f__Monoglobaceae	 f__Moorellaceae	 f__Moraxellaceae	 f__Morganellaceae	 f__Muribaculaceae	 f__Oscillospiraceae	 f__Oscillospirales	 f__Peptococcaceae	 f__Peptostreptococcaceae	 f__Prevotellaceae	 f__RF39	 f__Rikenellaceae	 f__Ruminococcaceae	 f__Saccharimonadaceae	 f__Sphingomonadaceae	 f__Spirosomaceae	 f__Streptococcaceae	 f__Sutterellaceae	 f__Tannerellaceae	 f__UCG-010	 f__Weeksellaceae	 f__Xanthomonadaceae	 f__[Eubacterium]_coprostanoligenes_group	 f__uncultured
CDD02.CR.HFLF.3	0.0	0.0001350040501215	0.00581417442523275	0.0	0.0	7.333553339933333e-05	0.0	0.0	0.0	0.0	0.0	0.0001840055201656	0.0	0.0003750627982756989	1.9153116966389832e-05	0.0002050061501845	4.833478337683333e-05	0.0	0.0001656299688990625	0.0	0.0	0.0006700201006030143	7.421275269836842e-05	0.0	0.0	0.0004261597781118229	0.01652753286302292	0.0	0.0	0.0	0.0	0.0002350070502115	0.004045348633186265	0.0002697182364746261	0.0	0.0	0.0	0.0	0.00012683307328487927	0.0	0.00010224187322634328	0.0	0.0	0.0	0.0	0.0	0.00593417802534076	3.2858128601e-05	0.0	0.0	0.0010940328209846002	0.0
CDD02.CR.HFLF.4	0.0	9.999800003995e-05	0.00089398212035759	0.0	0.0	6.16654333579889e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015195572377211443	3.57619966244661e-05	0.00012249755004895	0.00011166443337798333	0.0	0.0002662446751064875	0.0	0.0	0.00038284948586742143	7.368273687156842e-05	0.0	0.0	0.0009276429170748234	0.013977127864850107	0.0	0.0	0.0	0.0	0.0	0.002309726532742068	0.00010028784931546522	0.0	0.0	0.0007728416860234	0.0	4.6950280506578044e-05	0.0	0.00015238501200123732	0.0	0.0	0.0	0.0	0.0	0.00445391092178156	8.714111432055714e-05	0.0	0.0	0.0031859362812743596	0.0
CDD02.CR.HFLF.5	0.0	8.499830003395e-05	0.00315693686126277	0.0	0.0	6.222097780265555e-05	0.0	0.0	0.0	0.0	0.0	6.599868002638e-05	0.0	0.00010834834849693918	3.5592508488805086e-05	0.000244995100097975	0.0018132970673919834	0.0	0.00018187136257274375	0.0	0.0	0.00024570937152685	5.263052633683158e-05	0.0	0.0	0.0011499101866514804	0.008602790907144811	0.0	0.0	0.0	0.0	0.0	0.0025708576737556135	0.00019014112471372173	0.0	3.37493250134875e-05	0.0	0.0	5.4023309777699986e-05	4.99990000199996e-06	0.00019805574037771046	0.0	0.0	0.0	0.0	0.0	0.008289834203315919	0.0	0.0	0.0	0.00013999720005598	0.0
CDD02.CR.LFHF.1	0.0	0.000280005600112	0.00430608612172243	0.0	0.0	0.00011278003337844443	0.0	0.0	4.7059764724706265e-06	0.0	0.0	0.0	0.0	0.0003896985156197949	4.559413222162713e-05	0.001015020300406	2.3333800009333334e-05	0.0	0.0001937538750775	0.0	7.0001400028e-05	0.0005178675002071428	0.000140529126372	0.0	0.0	0.00026399191680938106	0.017202936651325614	0.0	0.0	0.0	0.0	0.0	0.003977124997045389	0.00012116184352672463	0.0	0.0	8.000160003200001e-05	0.0	9.048961467034147e-05	0.0	0.00021239230754764178	0.0	0.0	0.0	0.0	0.0	0.01688033760675212	8.000160003200001e-05	0.0	0.0	0.00452009040180802	0.0
CDD02.CR.LFHF.2	0.0	0.00018999430017095	0.0024249272521824302	0.0	0.0	3.9998800035983336e-05	0.0	0.0	0.0	0.0	0.0	4.199874003778e-05	0.0	0.0002824657528315309	2.898218138201017e-05	0.001734947951561425	0.0032032372362162335	0.0	0.00014687059388218126	0.0	0.0	0.0007028360577754072	6.26297000563579e-05	0.0	0.0	0.0010190785590463306	0.009524899438202032	0.0	0.0	0.0	0.0	0.0	0.002210615499716821	0.00012666286678065074	0.0	1.2499625011249663e-05	0.0014585276727412287	0.0	5.524224517166584e-05	0.0	0.0003361093197054686	0.0	0.0	0.0	0.0	0.0	0.00767376978690638	0.00012428198582612856	0.0	0.0	0.0016899493015209398	0.0
CDD02.CR.LFHF.3	0.0	0.00026998650067495	0.00581870906454676	0.0	0.0	6.777438905831667e-05	0.0	0.0	7.058470605876471e-06	0.0	0.0	1.9999000049997498e-05	0.0	0.000349467062729333	2.9490050921179664e-05	0.0011274436278186	2.4998750062483335e-05	0.0	0.00013874306284685626	0.0	0.0	0.0005485440013713571	8.57851844249842e-05	0.0	0.0	0.0002656882746063064	0.01949013660428089	0.0	0.0	0.0	0.0	0.0	0.003462099622291609	0.0001059367321488971	0.0	0.0	0.0007528195018820429	0.0	8.365435386766951e-05	0.0	0.00021610859755519254	0.0	0.0	0.0	0.0	0.0	0.007807609619519	7.999600019998571e-05	0.0	0.0	0.00332583370831456	0.0
CDD02.CR.LFHF.4	0.0	5.001200288065e-05	0.00042310154437064	0.0	0.0	0.00019393543339289444	0.0	0.0	0.0	0.0	0.0	0.00014603504841159999	0.0	0.000314508471723933	0.00014867975093683204	0.001540369688725275	4.8344936118e-05	0.0	0.00014816055853404374	6.668267050756667e-05	0.0	0.0006130042638804644	0.00012002880691365744	0.0	0.0	0.00044108581605241403	0.019453187283466546	0.0	0.0	0.0	0.0	0.0	0.0033007921901256248	0.00022947536394241305	0.0	0.0	0.0	0.0	3.305671409918536e-05	0.0	0.00020467598790873282	0.0	0.0	0.0	0.0	0.0	0.00452708650076018	0.0	0.0	0.0	0.00177442586220692	0.0
CDD02.CR.LFHF.5	0.0	8.501275191275e-05	0.00609791468720308	0.0	0.0	6.334283475854444e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005237899086924845	9.91674174855e-05	0.00041006150922635	0.0001316864196296	0.0	0.00010251537730659375	0.0001433548365588	5.834208464601667e-05	0.0005222211903213929	0.00019055489902432645	0.0	0.0	0.000336754299336429	0.015227469305581021	0.0	0.0	0.0	0.0	0.0	0.004826178472225375	0.00017306943867666523	0.0	0.0	0.00016288157509339999	0.0	7.037641012004878e-05	0.0	0.00031721176086860003	0.0	0.0	0.0	0.0	0.0	0.00706105915887382	4.143478664655714e-05	0.0	0.0	0.0029744461669250198	0.0
CDD02.CR.LFLF.1	0.0	0.000215012900774	0.00031501890113406003	0.0	0.0	6.389272245223334e-05	0.0	0.0	0.0	0.0	0.0	8.20049202952e-05	0.0	0.0006530288724539899	5.8478084956281354e-05	0.0012125727543652249	0.00015334253388535002	0.0	0.00017126027561653126	0.0	0.0	0.0010307761322822214	0.0001373766636524421	0.0	0.0	0.00026117379960391424	0.01411195782858082	0.0	0.0	0.0	0.0	0.0	0.0057014784523435	9.49332322258087e-05	0.0	0.0	0.003188762754336671	0.0	0.00048685847980146506	0.0	0.00036897736252234064	0.0	0.0	0.0	0.0	1.3334133381336213e-05	0.006182370942256521	0.00016286691487202857	0.0	0.0	0.005550333019981179	0.0
CDD02.CR.LFLF.2	0.0	0.0	7.501275216786e-05	0.0	0.0	0.00010390655300289416	0.0	0.0	0.0033476279202758414	0.0	0.0	0.00025204284728402003	0.00024804216716841	0.0003588238866586598	8.103072437567967e-05	0.006703639618735175	0.00017002890491383334	0.0007968021230275666	0.0001387735915105375	5.667630163793333e-05	0.0	9.573055990946429e-05	0.00016634406796522632	0.0001112689157156625	0.0	0.0007456055948219285	0.012917010706634938	0.0005267562152232333	0.0	0.0	0.0	0.0	0.0020576225231016317	0.0005786490949838145	0.0	0.0005163377774221493	0.0	0.00195233189642238	3.7933277925535366e-05	0.0017042897292539598	0.00010583888813336268	7.501275216785e-05	0.0	0.0	8.668140250506666e-05	7.001190202333334e-05	7.601292219676e-05	8.001360231238571e-05	0.0	0.0	6.40108818499e-05	0.0001300221037576
